date,day,town,description,traffic,type
2019-03-10,Sunday,Auburn ,Veterans Bridge,18362,Pass. Veh
2019-03-10,Sunday,Auburn ,Veterans Bridge,247,SU Trucks
2019-03-10,Sunday,Auburn ,Veterans Bridge,41,Combination
2019-03-10,Sunday,Bangor ,I-95,26415,Pass. Veh
2019-03-10,Sunday,Bangor ,I-95,1776,SU Trucks
2019-03-10,Sunday,Bangor ,I-95,1101,Combination
2019-03-10,Sunday,Brewer ,I-395,16321,Pass. Veh
2019-03-10,Sunday,Brewer ,I-395,633,SU Trucks
2019-03-10,Sunday,Brewer ,I-395,383,Combination
2019-03-10,Sunday,Brunswick ,I-295,24096,Pass. Veh
2019-03-10,Sunday,Brunswick ,I-295,1425,SU Trucks
2019-03-10,Sunday,Brunswick ,I-295,1215,Combination
2019-03-10,Sunday,Carmel ,I-95 NB,5843,Pass. Veh
2019-03-10,Sunday,Carmel ,I-95 NB,146,SU Trucks
2019-03-10,Sunday,Carmel ,I-95 NB,380,Combination
2019-03-10,Sunday,Carmel ,I-95 SB,5392,Pass. Veh
2019-03-10,Sunday,Carmel ,I-95 SB,452,SU Trucks
2019-03-10,Sunday,Carmel ,I-95 SB,737,Combination
2019-03-10,Sunday,Freeport ,I-295,27389,Pass. Veh
2019-03-10,Sunday,Freeport ,I-295,838,SU Trucks
2019-03-10,Sunday,Freeport ,I-295,1048,Combination
2019-03-10,Sunday,Howland ,I-95 NB,2571,Pass. Veh
2019-03-10,Sunday,Howland ,I-95 NB,69,SU Trucks
2019-03-10,Sunday,Howland ,I-95 NB,200,Combination
2019-03-10,Sunday,Howland ,I-95 SB,2623,Pass. Veh
2019-03-10,Sunday,Howland ,I-95 SB,355,SU Trucks
2019-03-10,Sunday,Howland ,I-95 SB,523,Combination
2019-03-10,Sunday,Kittery ,I-95,42447,Pass. Veh
2019-03-10,Sunday,Kittery ,I-95,1359,SU Trucks
2019-03-10,Sunday,Kittery ,I-95,2695,Combination
2019-03-10,Sunday,Portland ,1-295 1,23879,Pass. Veh
2019-03-10,Sunday,Portland ,1-295 1,1207,SU Trucks
2019-03-10,Sunday,Portland ,1-295 1,1015,Combination
2019-03-10,Sunday,Portland ,I-295 2,30260,Pass. Veh
2019-03-10,Sunday,Portland ,I-295 2,6222,SU Trucks
2019-03-10,Sunday,Portland ,I-295 2,1998,Combination
2019-03-10,Sunday,Portland ,I-295 3,31097,Pass. Veh
2019-03-10,Sunday,Portland ,I-295 3,5786,SU Trucks
2019-03-10,Sunday,Portland ,I-295 3,1655,Combination
2019-03-10,Sunday,Saco ,I-195,4805,Pass. Veh
2019-03-10,Sunday,Saco ,I-195,350,SU Trucks
2019-03-10,Sunday,Saco ,I-195,92,Combination
2019-03-10,Sunday,South Portland,NA,41870,Pass. Veh
2019-03-10,Sunday,South Portland,NA,1405,SU Trucks
2019-03-10,Sunday,South Portland,NA,838,Combination
2019-03-10,Sunday,Lewiston ,SR 196,NA,Pass. Veh
2019-03-10,Sunday,Lewiston ,SR 196,NA,SU Trucks
2019-03-10,Sunday,Lewiston ,SR 196,NA,Combination
2019-03-10,Sunday,Berwick ,SR4,NA,Pass. Veh
2019-03-10,Sunday,Berwick ,SR4,NA,SU Trucks
2019-03-10,Sunday,Berwick ,SR4,NA,Combination
2019-03-10,Sunday,Abbott ,Routes 6&15&16,1904,Pass. Veh
2019-03-10,Sunday,Abbott ,Routes 6&15&16,15,SU Trucks
2019-03-10,Sunday,Abbott ,Routes 6&15&16,301,Combination
2019-03-10,Sunday,Mattawamkeag ,Route 2,363,Pass. Veh
2019-03-10,Sunday,Mattawamkeag ,Route 2,5,SU Trucks
2019-03-10,Sunday,Mattawamkeag ,Route 2,23,Combination
2019-03-10,Sunday,New Portland ,Route 27,3012,Pass. Veh
2019-03-10,Sunday,New Portland ,Route 27,12,SU Trucks
2019-03-10,Sunday,New Portland ,Route 27,180,Combination
2019-03-10,Sunday,Princeton ,Route 1,972,Pass. Veh
2019-03-10,Sunday,Princeton ,Route 1,7,SU Trucks
2019-03-10,Sunday,Princeton ,Route 1,49,Combination
2019-03-10,Sunday,T22 MD,NA,1299,Pass. Veh
2019-03-10,Sunday,T22 MD,NA,10,SU Trucks
2019-03-10,Sunday,T22 MD,NA,149,Combination
2019-03-10,Sunday,Vassalboro ,Routes 100 & 201,1849,Pass. Veh
2019-03-10,Sunday,Vassalboro ,Routes 100 & 201,7,SU Trucks
2019-03-10,Sunday,Vassalboro ,Routes 100 & 201,27,Combination
2019-03-10,Sunday,Wilton ,Routes 2 & 17,1172,Pass. Veh
2019-03-10,Sunday,Wilton ,Routes 2 & 17,20,SU Trucks
2019-03-10,Sunday,Wilton ,Routes 2 & 17,59,Combination
2019-03-10,Sunday,Wiscasset ,Route 1,7788,Pass. Veh
2019-03-10,Sunday,Wiscasset ,Route 1,39,SU Trucks
2019-03-10,Sunday,Wiscasset ,Route 1,86,Combination
2019-03-10,Sunday,York ,Route 1,3387,Pass. Veh
2019-03-10,Sunday,York ,Route 1,19,SU Trucks
2019-03-10,Sunday,York ,Route 1,21,Combination
2019-03-11,Monday,Auburn ,Veterans Bridge,32722,Pass. Veh
2019-03-11,Monday,Auburn ,Veterans Bridge,470,SU Trucks
2019-03-11,Monday,Auburn ,Veterans Bridge,197,Combination
2019-03-11,Monday,Bangor ,I-95,46602,Pass. Veh
2019-03-11,Monday,Bangor ,I-95,4013,SU Trucks
2019-03-11,Monday,Bangor ,I-95,2541,Combination
2019-03-11,Monday,Brewer ,I-395,29453,Pass. Veh
2019-03-11,Monday,Brewer ,I-395,1928,SU Trucks
2019-03-11,Monday,Brewer ,I-395,1147,Combination
2019-03-11,Monday,Brunswick ,I-295,39366,Pass. Veh
2019-03-11,Monday,Brunswick ,I-295,1329,SU Trucks
2019-03-11,Monday,Brunswick ,I-295,2620,Combination
2019-03-11,Monday,Carmel ,I-95 NB,8240,Pass. Veh
2019-03-11,Monday,Carmel ,I-95 NB,298,SU Trucks
2019-03-11,Monday,Carmel ,I-95 NB,1087,Combination
2019-03-11,Monday,Carmel ,I-95 SB,7432,Pass. Veh
2019-03-11,Monday,Carmel ,I-95 SB,630,SU Trucks
2019-03-11,Monday,Carmel ,I-95 SB,1308,Combination
2019-03-11,Monday,Freeport ,I-295,46287,Pass. Veh
2019-03-11,Monday,Freeport ,I-295,1256,SU Trucks
2019-03-11,Monday,Freeport ,I-295,2617,Combination
2019-03-11,Monday,Howland ,I-95 NB,3320,Pass. Veh
2019-03-11,Monday,Howland ,I-95 NB,130,SU Trucks
2019-03-11,Monday,Howland ,I-95 NB,500,Combination
2019-03-11,Monday,Howland ,I-95 SB,3295,Pass. Veh
2019-03-11,Monday,Howland ,I-95 SB,147,SU Trucks
2019-03-11,Monday,Howland ,I-95 SB,619,Combination
2019-03-11,Monday,Kittery ,I-95,52424,Pass. Veh
2019-03-11,Monday,Kittery ,I-95,2469,SU Trucks
2019-03-11,Monday,Kittery ,I-95,6481,Combination
2019-03-11,Monday,Portland ,1-295 1,44282,Pass. Veh
2019-03-11,Monday,Portland ,1-295 1,1701,SU Trucks
2019-03-11,Monday,Portland ,1-295 1,2034,Combination
2019-03-11,Monday,Portland ,I-295 2,64813,Pass. Veh
2019-03-11,Monday,Portland ,I-295 2,2608,SU Trucks
2019-03-11,Monday,Portland ,I-295 2,2448,Combination
2019-03-11,Monday,Portland ,I-295 3,65449,Pass. Veh
2019-03-11,Monday,Portland ,I-295 3,3765,SU Trucks
2019-03-11,Monday,Portland ,I-295 3,2654,Combination
2019-03-11,Monday,Saco ,I-195,8875,Pass. Veh
2019-03-11,Monday,Saco ,I-195,220,SU Trucks
2019-03-11,Monday,Saco ,I-195,54,Combination
2019-03-11,Monday,South Portland,NA,75132,Pass. Veh
2019-03-11,Monday,South Portland,NA,1569,SU Trucks
2019-03-11,Monday,South Portland,NA,2121,Combination
2019-03-11,Monday,Lewiston ,SR 196,NA,Pass. Veh
2019-03-11,Monday,Lewiston ,SR 196,NA,SU Trucks
2019-03-11,Monday,Lewiston ,SR 196,NA,Combination
2019-03-11,Monday,Berwick ,SR4,NA,Pass. Veh
2019-03-11,Monday,Berwick ,SR4,NA,SU Trucks
2019-03-11,Monday,Berwick ,SR4,NA,Combination
2019-03-11,Monday,Abbott ,Routes 6&15&16,2151,Pass. Veh
2019-03-11,Monday,Abbott ,Routes 6&15&16,74,SU Trucks
2019-03-11,Monday,Abbott ,Routes 6&15&16,188,Combination
2019-03-11,Monday,Mattawamkeag ,Route 2,524,Pass. Veh
2019-03-11,Monday,Mattawamkeag ,Route 2,35,SU Trucks
2019-03-11,Monday,Mattawamkeag ,Route 2,137,Combination
2019-03-11,Monday,New Portland ,Route 27,1993,Pass. Veh
2019-03-11,Monday,New Portland ,Route 27,28,SU Trucks
2019-03-11,Monday,New Portland ,Route 27,261,Combination
2019-03-11,Monday,Princeton ,Route 1,1816,Pass. Veh
2019-03-11,Monday,Princeton ,Route 1,55,SU Trucks
2019-03-11,Monday,Princeton ,Route 1,329,Combination
2019-03-11,Monday,T22 MD,NA,1420,Pass. Veh
2019-03-11,Monday,T22 MD,NA,48,SU Trucks
2019-03-11,Monday,T22 MD,NA,376,Combination
2019-03-11,Monday,Vassalboro ,Routes 100 & 201,4052,Pass. Veh
2019-03-11,Monday,Vassalboro ,Routes 100 & 201,78,SU Trucks
2019-03-11,Monday,Vassalboro ,Routes 100 & 201,75,Combination
2019-03-11,Monday,Wilton ,Routes 2 & 17,2075,Pass. Veh
2019-03-11,Monday,Wilton ,Routes 2 & 17,99,SU Trucks
2019-03-11,Monday,Wilton ,Routes 2 & 17,391,Combination
2019-03-11,Monday,Wiscasset ,Route 1,14064,Pass. Veh
2019-03-11,Monday,Wiscasset ,Route 1,310,SU Trucks
2019-03-11,Monday,Wiscasset ,Route 1,381,Combination
2019-03-11,Monday,York ,Route 1,5658,Pass. Veh
2019-03-11,Monday,York ,Route 1,124,SU Trucks
2019-03-11,Monday,York ,Route 1,52,Combination
2019-03-12,Tuesday,Auburn ,Veterans Bridge,34144,Pass. Veh
2019-03-12,Tuesday,Auburn ,Veterans Bridge,451,SU Trucks
2019-03-12,Tuesday,Auburn ,Veterans Bridge,254,Combination
2019-03-12,Tuesday,Bangor ,I-95,48296,Pass. Veh
2019-03-12,Tuesday,Bangor ,I-95,4288,SU Trucks
2019-03-12,Tuesday,Bangor ,I-95,2821,Combination
2019-03-12,Tuesday,Brewer ,I-395,31255,Pass. Veh
2019-03-12,Tuesday,Brewer ,I-395,1663,SU Trucks
2019-03-12,Tuesday,Brewer ,I-395,1336,Combination
2019-03-12,Tuesday,Brunswick ,I-295,40776,Pass. Veh
2019-03-12,Tuesday,Brunswick ,I-295,1331,SU Trucks
2019-03-12,Tuesday,Brunswick ,I-295,2909,Combination
2019-03-12,Tuesday,Carmel ,I-95 NB,8283,Pass. Veh
2019-03-12,Tuesday,Carmel ,I-95 NB,345,SU Trucks
2019-03-12,Tuesday,Carmel ,I-95 NB,1275,Combination
2019-03-12,Tuesday,Carmel ,I-95 SB,7960,Pass. Veh
2019-03-12,Tuesday,Carmel ,I-95 SB,625,SU Trucks
2019-03-12,Tuesday,Carmel ,I-95 SB,1491,Combination
2019-03-12,Tuesday,Freeport ,I-295,47961,Pass. Veh
2019-03-12,Tuesday,Freeport ,I-295,1296,SU Trucks
2019-03-12,Tuesday,Freeport ,I-295,2928,Combination
2019-03-12,Tuesday,Howland ,I-95 NB,3580,Pass. Veh
2019-03-12,Tuesday,Howland ,I-95 NB,125,SU Trucks
2019-03-12,Tuesday,Howland ,I-95 NB,577,Combination
2019-03-12,Tuesday,Howland ,I-95 SB,3633,Pass. Veh
2019-03-12,Tuesday,Howland ,I-95 SB,113,SU Trucks
2019-03-12,Tuesday,Howland ,I-95 SB,706,Combination
2019-03-12,Tuesday,Kittery ,I-95,51923,Pass. Veh
2019-03-12,Tuesday,Kittery ,I-95,2597,SU Trucks
2019-03-12,Tuesday,Kittery ,I-95,7124,Combination
2019-03-12,Tuesday,Portland ,1-295 1,45934,Pass. Veh
2019-03-12,Tuesday,Portland ,1-295 1,1831,SU Trucks
2019-03-12,Tuesday,Portland ,1-295 1,2014,Combination
2019-03-12,Tuesday,Portland ,I-295 2,67149,Pass. Veh
2019-03-12,Tuesday,Portland ,I-295 2,2824,SU Trucks
2019-03-12,Tuesday,Portland ,I-295 2,2554,Combination
2019-03-12,Tuesday,Portland ,I-295 3,67567,Pass. Veh
2019-03-12,Tuesday,Portland ,I-295 3,3803,SU Trucks
2019-03-12,Tuesday,Portland ,I-295 3,2766,Combination
2019-03-12,Tuesday,Saco ,I-195,9283,Pass. Veh
2019-03-12,Tuesday,Saco ,I-195,215,SU Trucks
2019-03-12,Tuesday,Saco ,I-195,73,Combination
2019-03-12,Tuesday,South Portland,NA,78269,Pass. Veh
2019-03-12,Tuesday,South Portland,NA,1767,SU Trucks
2019-03-12,Tuesday,South Portland,NA,2242,Combination
2019-03-12,Tuesday,Lewiston ,SR 196,NA,Pass. Veh
2019-03-12,Tuesday,Lewiston ,SR 196,NA,SU Trucks
2019-03-12,Tuesday,Lewiston ,SR 196,NA,Combination
2019-03-12,Tuesday,Berwick ,SR4,NA,Pass. Veh
2019-03-12,Tuesday,Berwick ,SR4,NA,SU Trucks
2019-03-12,Tuesday,Berwick ,SR4,NA,Combination
2019-03-12,Tuesday,Abbott ,Routes 6&15&16,2350,Pass. Veh
2019-03-12,Tuesday,Abbott ,Routes 6&15&16,94,SU Trucks
2019-03-12,Tuesday,Abbott ,Routes 6&15&16,175,Combination
2019-03-12,Tuesday,Mattawamkeag ,Route 2,554,Pass. Veh
2019-03-12,Tuesday,Mattawamkeag ,Route 2,18,SU Trucks
2019-03-12,Tuesday,Mattawamkeag ,Route 2,192,Combination
2019-03-12,Tuesday,New Portland ,Route 27,2097,Pass. Veh
2019-03-12,Tuesday,New Portland ,Route 27,43,SU Trucks
2019-03-12,Tuesday,New Portland ,Route 27,318,Combination
2019-03-12,Tuesday,Princeton ,Route 1,1736,Pass. Veh
2019-03-12,Tuesday,Princeton ,Route 1,55,SU Trucks
2019-03-12,Tuesday,Princeton ,Route 1,394,Combination
2019-03-12,Tuesday,T22 MD,NA,1482,Pass. Veh
2019-03-12,Tuesday,T22 MD,NA,56,SU Trucks
2019-03-12,Tuesday,T22 MD,NA,401,Combination
2019-03-12,Tuesday,Vassalboro ,Routes 100 & 201,4111,Pass. Veh
2019-03-12,Tuesday,Vassalboro ,Routes 100 & 201,68,SU Trucks
2019-03-12,Tuesday,Vassalboro ,Routes 100 & 201,103,Combination
2019-03-12,Tuesday,Wilton ,Routes 2 & 17,2333,Pass. Veh
2019-03-12,Tuesday,Wilton ,Routes 2 & 17,104,SU Trucks
2019-03-12,Tuesday,Wilton ,Routes 2 & 17,454,Combination
2019-03-12,Tuesday,Wiscasset ,Route 1,14211,Pass. Veh
2019-03-12,Tuesday,Wiscasset ,Route 1,314,SU Trucks
2019-03-12,Tuesday,Wiscasset ,Route 1,412,Combination
2019-03-12,Tuesday,York ,Route 1,5878,Pass. Veh
2019-03-12,Tuesday,York ,Route 1,138,SU Trucks
2019-03-12,Tuesday,York ,Route 1,68,Combination
2019-03-13,Wednesday,Auburn ,Veterans Bridge,34563,Pass. Veh
2019-03-13,Wednesday,Auburn ,Veterans Bridge,436,SU Trucks
2019-03-13,Wednesday,Auburn ,Veterans Bridge,262,Combination
2019-03-13,Wednesday,Bangor ,I-95,49087,Pass. Veh
2019-03-13,Wednesday,Bangor ,I-95,4203,SU Trucks
2019-03-13,Wednesday,Bangor ,I-95,2796,Combination
2019-03-13,Wednesday,Brewer ,I-395,32059,Pass. Veh
2019-03-13,Wednesday,Brewer ,I-395,1680,SU Trucks
2019-03-13,Wednesday,Brewer ,I-395,1302,Combination
2019-03-13,Wednesday,Brunswick ,I-295,41736,Pass. Veh
2019-03-13,Wednesday,Brunswick ,I-295,1436,SU Trucks
2019-03-13,Wednesday,Brunswick ,I-295,2761,Combination
2019-03-13,Wednesday,Carmel ,I-95 NB,8440,Pass. Veh
2019-03-13,Wednesday,Carmel ,I-95 NB,344,SU Trucks
2019-03-13,Wednesday,Carmel ,I-95 NB,1300,Combination
2019-03-13,Wednesday,Carmel ,I-95 SB,8160,Pass. Veh
2019-03-13,Wednesday,Carmel ,I-95 SB,591,SU Trucks
2019-03-13,Wednesday,Carmel ,I-95 SB,1427,Combination
2019-03-13,Wednesday,Freeport ,I-295,49067,Pass. Veh
2019-03-13,Wednesday,Freeport ,I-295,1347,SU Trucks
2019-03-13,Wednesday,Freeport ,I-295,2803,Combination
2019-03-13,Wednesday,Howland ,I-95 NB,3659,Pass. Veh
2019-03-13,Wednesday,Howland ,I-95 NB,132,SU Trucks
2019-03-13,Wednesday,Howland ,I-95 NB,651,Combination
2019-03-13,Wednesday,Howland ,I-95 SB,3632,Pass. Veh
2019-03-13,Wednesday,Howland ,I-95 SB,112,SU Trucks
2019-03-13,Wednesday,Howland ,I-95 SB,692,Combination
2019-03-13,Wednesday,Kittery ,I-95,52486,Pass. Veh
2019-03-13,Wednesday,Kittery ,I-95,2658,SU Trucks
2019-03-13,Wednesday,Kittery ,I-95,7056,Combination
2019-03-13,Wednesday,Portland ,1-295 1,46611,Pass. Veh
2019-03-13,Wednesday,Portland ,1-295 1,1799,SU Trucks
2019-03-13,Wednesday,Portland ,1-295 1,2049,Combination
2019-03-13,Wednesday,Portland ,I-295 2,67588,Pass. Veh
2019-03-13,Wednesday,Portland ,I-295 2,2693,SU Trucks
2019-03-13,Wednesday,Portland ,I-295 2,2415,Combination
2019-03-13,Wednesday,Portland ,I-295 3,67444,Pass. Veh
2019-03-13,Wednesday,Portland ,I-295 3,4051,SU Trucks
2019-03-13,Wednesday,Portland ,I-295 3,2712,Combination
2019-03-13,Wednesday,Saco ,I-195,9358,Pass. Veh
2019-03-13,Wednesday,Saco ,I-195,188,SU Trucks
2019-03-13,Wednesday,Saco ,I-195,68,Combination
2019-03-13,Wednesday,South Portland,NA,78298,Pass. Veh
2019-03-13,Wednesday,South Portland,NA,1729,SU Trucks
2019-03-13,Wednesday,South Portland,NA,2085,Combination
2019-03-13,Wednesday,Lewiston ,SR 196,NA,Pass. Veh
2019-03-13,Wednesday,Lewiston ,SR 196,NA,SU Trucks
2019-03-13,Wednesday,Lewiston ,SR 196,NA,Combination
2019-03-13,Wednesday,Berwick ,SR4,NA,Pass. Veh
2019-03-13,Wednesday,Berwick ,SR4,NA,SU Trucks
2019-03-13,Wednesday,Berwick ,SR4,NA,Combination
2019-03-13,Wednesday,Abbott ,Routes 6&15&16,2374,Pass. Veh
2019-03-13,Wednesday,Abbott ,Routes 6&15&16,84,SU Trucks
2019-03-13,Wednesday,Abbott ,Routes 6&15&16,180,Combination
2019-03-13,Wednesday,Mattawamkeag ,Route 2,568,Pass. Veh
2019-03-13,Wednesday,Mattawamkeag ,Route 2,22,SU Trucks
2019-03-13,Wednesday,Mattawamkeag ,Route 2,186,Combination
2019-03-13,Wednesday,New Portland ,Route 27,2494,Pass. Veh
2019-03-13,Wednesday,New Portland ,Route 27,41,SU Trucks
2019-03-13,Wednesday,New Portland ,Route 27,304,Combination
2019-03-13,Wednesday,Princeton ,Route 1,1783,Pass. Veh
2019-03-13,Wednesday,Princeton ,Route 1,67,SU Trucks
2019-03-13,Wednesday,Princeton ,Route 1,381,Combination
2019-03-13,Wednesday,T22 MD,NA,1614,Pass. Veh
2019-03-13,Wednesday,T22 MD,NA,67,SU Trucks
2019-03-13,Wednesday,T22 MD,NA,410,Combination
2019-03-13,Wednesday,Vassalboro ,Routes 100 & 201,4244,Pass. Veh
2019-03-13,Wednesday,Vassalboro ,Routes 100 & 201,67,SU Trucks
2019-03-13,Wednesday,Vassalboro ,Routes 100 & 201,103,Combination
2019-03-13,Wednesday,Wilton ,Routes 2 & 17,2347,Pass. Veh
2019-03-13,Wednesday,Wilton ,Routes 2 & 17,91,SU Trucks
2019-03-13,Wednesday,Wilton ,Routes 2 & 17,451,Combination
2019-03-13,Wednesday,Wiscasset ,Route 1,14581,Pass. Veh
2019-03-13,Wednesday,Wiscasset ,Route 1,337,SU Trucks
2019-03-13,Wednesday,Wiscasset ,Route 1,404,Combination
2019-03-13,Wednesday,York ,Route 1,5730,Pass. Veh
2019-03-13,Wednesday,York ,Route 1,154,SU Trucks
2019-03-13,Wednesday,York ,Route 1,87,Combination
2019-03-14,Thursday,Auburn ,Veterans Bridge,34799,Pass. Veh
2019-03-14,Thursday,Auburn ,Veterans Bridge,489,SU Trucks
2019-03-14,Thursday,Auburn ,Veterans Bridge,254,Combination
2019-03-14,Thursday,Bangor ,I-95,51179,Pass. Veh
2019-03-14,Thursday,Bangor ,I-95,4662,SU Trucks
2019-03-14,Thursday,Bangor ,I-95,2969,Combination
2019-03-14,Thursday,Brewer ,I-395,32679,Pass. Veh
2019-03-14,Thursday,Brewer ,I-395,1686,SU Trucks
2019-03-14,Thursday,Brewer ,I-395,1265,Combination
2019-03-14,Thursday,Brunswick ,I-295,43415,Pass. Veh
2019-03-14,Thursday,Brunswick ,I-295,1556,SU Trucks
2019-03-14,Thursday,Brunswick ,I-295,2947,Combination
2019-03-14,Thursday,Carmel ,I-95 NB,8972,Pass. Veh
2019-03-14,Thursday,Carmel ,I-95 NB,385,SU Trucks
2019-03-14,Thursday,Carmel ,I-95 NB,1326,Combination
2019-03-14,Thursday,Carmel ,I-95 SB,9046,Pass. Veh
2019-03-14,Thursday,Carmel ,I-95 SB,642,SU Trucks
2019-03-14,Thursday,Carmel ,I-95 SB,1306,Combination
2019-03-14,Thursday,Freeport ,I-295,50482,Pass. Veh
2019-03-14,Thursday,Freeport ,I-295,1430,SU Trucks
2019-03-14,Thursday,Freeport ,I-295,2951,Combination
2019-03-14,Thursday,Howland ,I-95 NB,3846,Pass. Veh
2019-03-14,Thursday,Howland ,I-95 NB,164,SU Trucks
2019-03-14,Thursday,Howland ,I-95 NB,659,Combination
2019-03-14,Thursday,Howland ,I-95 SB,3858,Pass. Veh
2019-03-14,Thursday,Howland ,I-95 SB,143,SU Trucks
2019-03-14,Thursday,Howland ,I-95 SB,602,Combination
2019-03-14,Thursday,Kittery ,I-95,56009,Pass. Veh
2019-03-14,Thursday,Kittery ,I-95,2784,SU Trucks
2019-03-14,Thursday,Kittery ,I-95,7143,Combination
2019-03-14,Thursday,Portland ,1-295 1,47437,Pass. Veh
2019-03-14,Thursday,Portland ,1-295 1,1935,SU Trucks
2019-03-14,Thursday,Portland ,1-295 1,2212,Combination
2019-03-14,Thursday,Portland ,I-295 2,68307,Pass. Veh
2019-03-14,Thursday,Portland ,I-295 2,3025,SU Trucks
2019-03-14,Thursday,Portland ,I-295 2,2742,Combination
2019-03-14,Thursday,Portland ,I-295 3,68267,Pass. Veh
2019-03-14,Thursday,Portland ,I-295 3,4102,SU Trucks
2019-03-14,Thursday,Portland ,I-295 3,2895,Combination
2019-03-14,Thursday,Saco ,I-195,9521,Pass. Veh
2019-03-14,Thursday,Saco ,I-195,248,SU Trucks
2019-03-14,Thursday,Saco ,I-195,82,Combination
2019-03-14,Thursday,South Portland,NA,79366,Pass. Veh
2019-03-14,Thursday,South Portland,NA,1782,SU Trucks
2019-03-14,Thursday,South Portland,NA,2238,Combination
2019-03-14,Thursday,Lewiston ,SR 196,NA,Pass. Veh
2019-03-14,Thursday,Lewiston ,SR 196,NA,SU Trucks
2019-03-14,Thursday,Lewiston ,SR 196,NA,Combination
2019-03-14,Thursday,Berwick ,SR4,NA,Pass. Veh
2019-03-14,Thursday,Berwick ,SR4,NA,SU Trucks
2019-03-14,Thursday,Berwick ,SR4,NA,Combination
2019-03-14,Thursday,Abbott ,Routes 6&15&16,2603,Pass. Veh
2019-03-14,Thursday,Abbott ,Routes 6&15&16,79,SU Trucks
2019-03-14,Thursday,Abbott ,Routes 6&15&16,242,Combination
2019-03-14,Thursday,Mattawamkeag ,Route 2,632,Pass. Veh
2019-03-14,Thursday,Mattawamkeag ,Route 2,29,SU Trucks
2019-03-14,Thursday,Mattawamkeag ,Route 2,180,Combination
2019-03-14,Thursday,New Portland ,Route 27,2397,Pass. Veh
2019-03-14,Thursday,New Portland ,Route 27,46,SU Trucks
2019-03-14,Thursday,New Portland ,Route 27,319,Combination
2019-03-14,Thursday,Princeton ,Route 1,1981,Pass. Veh
2019-03-14,Thursday,Princeton ,Route 1,63,SU Trucks
2019-03-14,Thursday,Princeton ,Route 1,401,Combination
2019-03-14,Thursday,T22 MD,NA,1648,Pass. Veh
2019-03-14,Thursday,T22 MD,NA,49,SU Trucks
2019-03-14,Thursday,T22 MD,NA,441,Combination
2019-03-14,Thursday,Vassalboro ,Routes 100 & 201,4418,Pass. Veh
2019-03-14,Thursday,Vassalboro ,Routes 100 & 201,71,SU Trucks
2019-03-14,Thursday,Vassalboro ,Routes 100 & 201,83,Combination
2019-03-14,Thursday,Wilton ,Routes 2 & 17,2424,Pass. Veh
2019-03-14,Thursday,Wilton ,Routes 2 & 17,95,SU Trucks
2019-03-14,Thursday,Wilton ,Routes 2 & 17,464,Combination
2019-03-14,Thursday,Wiscasset ,Route 1,14778,Pass. Veh
2019-03-14,Thursday,Wiscasset ,Route 1,293,SU Trucks
2019-03-14,Thursday,Wiscasset ,Route 1,392,Combination
2019-03-14,Thursday,York ,Route 1,6268,Pass. Veh
2019-03-14,Thursday,York ,Route 1,140,SU Trucks
2019-03-14,Thursday,York ,Route 1,68,Combination
2019-03-15,Friday,Auburn ,Veterans Bridge,37294,Pass. Veh
2019-03-15,Friday,Auburn ,Veterans Bridge,507,SU Trucks
2019-03-15,Friday,Auburn ,Veterans Bridge,207,Combination
2019-03-15,Friday,Bangor ,I-95,55758,Pass. Veh
2019-03-15,Friday,Bangor ,I-95,5411,SU Trucks
2019-03-15,Friday,Bangor ,I-95,3225,Combination
2019-03-15,Friday,Brewer ,I-395,34310,Pass. Veh
2019-03-15,Friday,Brewer ,I-395,1676,SU Trucks
2019-03-15,Friday,Brewer ,I-395,1131,Combination
2019-03-15,Friday,Brunswick ,I-295,47977,Pass. Veh
2019-03-15,Friday,Brunswick ,I-295,1720,SU Trucks
2019-03-15,Friday,Brunswick ,I-295,2657,Combination
2019-03-15,Friday,Carmel ,I-95 NB,10209,Pass. Veh
2019-03-15,Friday,Carmel ,I-95 NB,396,SU Trucks
2019-03-15,Friday,Carmel ,I-95 NB,1287,Combination
2019-03-15,Friday,Carmel ,I-95 SB,12310,Pass. Veh
2019-03-15,Friday,Carmel ,I-95 SB,701,SU Trucks
2019-03-15,Friday,Carmel ,I-95 SB,1115,Combination
2019-03-15,Friday,Freeport ,I-295,54999,Pass. Veh
2019-03-15,Friday,Freeport ,I-295,1505,SU Trucks
2019-03-15,Friday,Freeport ,I-295,2684,Combination
2019-03-15,Friday,Howland ,I-95 NB,4507,Pass. Veh
2019-03-15,Friday,Howland ,I-95 NB,238,SU Trucks
2019-03-15,Friday,Howland ,I-95 NB,685,Combination
2019-03-15,Friday,Howland ,I-95 SB,4487,Pass. Veh
2019-03-15,Friday,Howland ,I-95 SB,129,SU Trucks
2019-03-15,Friday,Howland ,I-95 SB,534,Combination
2019-03-15,Friday,Kittery ,I-95,68676,Pass. Veh
2019-03-15,Friday,Kittery ,I-95,3335,SU Trucks
2019-03-15,Friday,Kittery ,I-95,6438,Combination
2019-03-15,Friday,Portland ,1-295 1,51266,Pass. Veh
2019-03-15,Friday,Portland ,1-295 1,2049,SU Trucks
2019-03-15,Friday,Portland ,1-295 1,2007,Combination
2019-03-15,Friday,Portland ,I-295 2,73250,Pass. Veh
2019-03-15,Friday,Portland ,I-295 2,3567,SU Trucks
2019-03-15,Friday,Portland ,I-295 2,2573,Combination
