date,day,town,description,traffic,type
2020-03-14,Saturday,Portland ,I-295 2,47598,Pass. Veh
2020-03-14,Saturday,Portland ,I-295 2,1123,SU Trucks
2020-03-14,Saturday,Portland ,I-295 2,1213,Combination
2020-03-14,Saturday,Portland ,I-295 3,49044,Pass. Veh
2020-03-14,Saturday,Portland ,I-295 3,1451,SU Trucks
2020-03-14,Saturday,Portland ,I-295 3,1179,Combination
2020-03-14,Saturday,Saco ,I-195,8004,Pass. Veh
2020-03-14,Saturday,Saco ,I-195,105,SU Trucks
2020-03-14,Saturday,Saco ,I-195,24,Combination
2020-03-14,Saturday,South Portland,NA,56392,Pass. Veh
2020-03-14,Saturday,South Portland,NA,844,SU Trucks
2020-03-14,Saturday,South Portland,NA,1052,Combination
2020-03-14,Saturday,Lewiston ,SR 196,NA,Pass. Veh
2020-03-14,Saturday,Lewiston ,SR 196,NA,SU Trucks
2020-03-14,Saturday,Lewiston ,SR 196,NA,Combination
2020-03-14,Saturday,Berwick ,SR4,NA,Pass. Veh
2020-03-14,Saturday,Berwick ,SR4,NA,SU Trucks
2020-03-14,Saturday,Berwick ,SR4,NA,Combination
2020-03-14,Saturday,Abbott ,Routes 6&15&16,2341,Pass. Veh
2020-03-14,Saturday,Abbott ,Routes 6&15&16,21,SU Trucks
2020-03-14,Saturday,Abbott ,Routes 6&15&16,185,Combination
2020-03-14,Saturday,Mattawamkeag ,Route 2,523,Pass. Veh
2020-03-14,Saturday,Mattawamkeag ,Route 2,3,SU Trucks
2020-03-14,Saturday,Mattawamkeag ,Route 2,17,Combination
2020-03-14,Saturday,New Portland ,Route 27,2078,Pass. Veh
2020-03-14,Saturday,New Portland ,Route 27,17,SU Trucks
2020-03-14,Saturday,New Portland ,Route 27,208,Combination
2020-03-14,Saturday,Princeton ,Route 1,1228,Pass. Veh
2020-03-14,Saturday,Princeton ,Route 1,7,SU Trucks
2020-03-14,Saturday,Princeton ,Route 1,70,Combination
2020-03-14,Saturday,T22 MD,NA,1469,Pass. Veh
2020-03-14,Saturday,T22 MD,NA,20,SU Trucks
2020-03-14,Saturday,T22 MD,NA,183,Combination
2020-03-14,Saturday,Vassalboro ,Routes 100 & 201,3038,Pass. Veh
2020-03-14,Saturday,Vassalboro ,Routes 100 & 201,10,SU Trucks
2020-03-14,Saturday,Vassalboro ,Routes 100 & 201,37,Combination
2020-03-14,Saturday,Wilton ,Routes 2 & 17,1905,Pass. Veh
2020-03-14,Saturday,Wilton ,Routes 2 & 17,16,SU Trucks
2020-03-14,Saturday,Wilton ,Routes 2 & 17,107,Combination
2020-03-14,Saturday,Wiscasset ,Route 1,12972,Pass. Veh
2020-03-14,Saturday,Wiscasset ,Route 1,102,SU Trucks
2020-03-14,Saturday,Wiscasset ,Route 1,182,Combination
2020-03-14,Saturday,York ,Route 1,7331,Pass. Veh
2020-03-14,Saturday,York ,Route 1,47,SU Trucks
2020-03-14,Saturday,York ,Route 1,30,Combination
2020-03-15,Sunday,Auburn ,Veterans Bridge,22629,Pass. Veh
2020-03-15,Sunday,Auburn ,Veterans Bridge,195,SU Trucks
2020-03-15,Sunday,Auburn ,Veterans Bridge,73,Combination
2020-03-15,Sunday,Bangor ,I-95,28990,Pass. Veh
2020-03-15,Sunday,Bangor ,I-95,1861,SU Trucks
2020-03-15,Sunday,Bangor ,I-95,1280,Combination
2020-03-15,Sunday,Brewer ,I-395,17391,Pass. Veh
2020-03-15,Sunday,Brewer ,I-395,493,SU Trucks
2020-03-15,Sunday,Brewer ,I-395,385,Combination
2020-03-15,Sunday,Brunswick ,I-295,26884,Pass. Veh
2020-03-15,Sunday,Brunswick ,I-295,661,SU Trucks
2020-03-15,Sunday,Brunswick ,I-295,1217,Combination
2020-03-15,Sunday,Carmel ,I-95 NB,6316,Pass. Veh
2020-03-15,Sunday,Carmel ,I-95 NB,162,SU Trucks
2020-03-15,Sunday,Carmel ,I-95 NB,453,Combination
2020-03-15,Sunday,Carmel ,I-95 SB,6159,Pass. Veh
2020-03-15,Sunday,Carmel ,I-95 SB,559,SU Trucks
2020-03-15,Sunday,Carmel ,I-95 SB,883,Combination
2020-03-15,Sunday,Freeport ,I-295,29854,Pass. Veh
2020-03-15,Sunday,Freeport ,I-295,607,SU Trucks
2020-03-15,Sunday,Freeport ,I-295,1244,Combination
2020-03-15,Sunday,Howland ,I-95 NB,2547,Pass. Veh
2020-03-15,Sunday,Howland ,I-95 NB,134,SU Trucks
2020-03-15,Sunday,Howland ,I-95 NB,258,Combination
2020-03-15,Sunday,Howland ,I-95 SB,2836,Pass. Veh
2020-03-15,Sunday,Howland ,I-95 SB,444,SU Trucks
2020-03-15,Sunday,Howland ,I-95 SB,607,Combination
2020-03-15,Sunday,Kittery ,I-95,46909,Pass. Veh
2020-03-15,Sunday,Kittery ,I-95,1605,SU Trucks
2020-03-15,Sunday,Kittery ,I-95,3402,Combination
2020-03-15,Sunday,Portland ,1-295 1,27234,Pass. Veh
2020-03-15,Sunday,Portland ,1-295 1,745,SU Trucks
2020-03-15,Sunday,Portland ,1-295 1,1082,Combination
2020-03-15,Sunday,Portland ,I-295 2,39001,Pass. Veh
2020-03-15,Sunday,Portland ,I-295 2,891,SU Trucks
2020-03-15,Sunday,Portland ,I-295 2,1094,Combination
2020-03-15,Sunday,Portland ,I-295 3,40561,Pass. Veh
2020-03-15,Sunday,Portland ,I-295 3,1004,SU Trucks
2020-03-15,Sunday,Portland ,I-295 3,1076,Combination
2020-03-15,Sunday,Saco ,I-195,6622,Pass. Veh
2020-03-15,Sunday,Saco ,I-195,74,SU Trucks
2020-03-15,Sunday,Saco ,I-195,16,Combination
2020-03-15,Sunday,South Portland,NA,45864,Pass. Veh
2020-03-15,Sunday,South Portland,NA,652,SU Trucks
2020-03-15,Sunday,South Portland,NA,996,Combination
2020-03-15,Sunday,Lewiston ,SR 196,NA,Pass. Veh
2020-03-15,Sunday,Lewiston ,SR 196,NA,SU Trucks
2020-03-15,Sunday,Lewiston ,SR 196,NA,Combination
2020-03-15,Sunday,Berwick ,SR4,NA,Pass. Veh
2020-03-15,Sunday,Berwick ,SR4,NA,SU Trucks
2020-03-15,Sunday,Berwick ,SR4,NA,Combination
2020-03-15,Sunday,Abbott ,Routes 6&15&16,2076,Pass. Veh
2020-03-15,Sunday,Abbott ,Routes 6&15&16,13,SU Trucks
2020-03-15,Sunday,Abbott ,Routes 6&15&16,284,Combination
2020-03-15,Sunday,Mattawamkeag ,Route 2,426,Pass. Veh
2020-03-15,Sunday,Mattawamkeag ,Route 2,4,SU Trucks
2020-03-15,Sunday,Mattawamkeag ,Route 2,22,Combination
2020-03-15,Sunday,New Portland ,Route 27,2857,Pass. Veh
2020-03-15,Sunday,New Portland ,Route 27,16,SU Trucks
2020-03-15,Sunday,New Portland ,Route 27,238,Combination
2020-03-15,Sunday,Princeton ,Route 1,1099,Pass. Veh
2020-03-15,Sunday,Princeton ,Route 1,10,SU Trucks
2020-03-15,Sunday,Princeton ,Route 1,110,Combination
2020-03-15,Sunday,T22 MD,NA,1366,Pass. Veh
2020-03-15,Sunday,T22 MD,NA,9,SU Trucks
2020-03-15,Sunday,T22 MD,NA,195,Combination
2020-03-15,Sunday,Vassalboro ,Routes 100 & 201,2349,Pass. Veh
2020-03-15,Sunday,Vassalboro ,Routes 100 & 201,7,SU Trucks
2020-03-15,Sunday,Vassalboro ,Routes 100 & 201,31,Combination
2020-03-15,Sunday,Wilton ,Routes 2 & 17,1703,Pass. Veh
2020-03-15,Sunday,Wilton ,Routes 2 & 17,6,SU Trucks
2020-03-15,Sunday,Wilton ,Routes 2 & 17,93,Combination
2020-03-15,Sunday,Wiscasset ,Route 1,9339,Pass. Veh
2020-03-15,Sunday,Wiscasset ,Route 1,46,SU Trucks
2020-03-15,Sunday,Wiscasset ,Route 1,142,Combination
2020-03-15,Sunday,York ,Route 1,6339,Pass. Veh
2020-03-15,Sunday,York ,Route 1,11,SU Trucks
2020-03-15,Sunday,York ,Route 1,21,Combination
2020-03-16,Monday,Auburn ,Veterans Bridge,29047,Pass. Veh
2020-03-16,Monday,Auburn ,Veterans Bridge,479,SU Trucks
2020-03-16,Monday,Auburn ,Veterans Bridge,218,Combination
2020-03-16,Monday,Bangor ,I-95,40314,Pass. Veh
2020-03-16,Monday,Bangor ,I-95,3247,SU Trucks
2020-03-16,Monday,Bangor ,I-95,2719,Combination
2020-03-16,Monday,Brewer ,I-395,26784,Pass. Veh
2020-03-16,Monday,Brewer ,I-395,1728,SU Trucks
2020-03-16,Monday,Brewer ,I-395,1279,Combination
2020-03-16,Monday,Brunswick ,I-295,32224,Pass. Veh
2020-03-16,Monday,Brunswick ,I-295,1439,SU Trucks
2020-03-16,Monday,Brunswick ,I-295,2606,Combination
2020-03-16,Monday,Carmel ,I-95 NB,7579,Pass. Veh
2020-03-16,Monday,Carmel ,I-95 NB,317,SU Trucks
2020-03-16,Monday,Carmel ,I-95 NB,1210,Combination
2020-03-16,Monday,Carmel ,I-95 SB,6615,Pass. Veh
2020-03-16,Monday,Carmel ,I-95 SB,675,SU Trucks
2020-03-16,Monday,Carmel ,I-95 SB,1426,Combination
2020-03-16,Monday,Freeport ,I-295,36521,Pass. Veh
2020-03-16,Monday,Freeport ,I-295,1348,SU Trucks
2020-03-16,Monday,Freeport ,I-295,2792,Combination
2020-03-16,Monday,Howland ,I-95 NB,3266,Pass. Veh
2020-03-16,Monday,Howland ,I-95 NB,129,SU Trucks
2020-03-16,Monday,Howland ,I-95 NB,621,Combination
2020-03-16,Monday,Howland ,I-95 SB,3137,Pass. Veh
2020-03-16,Monday,Howland ,I-95 SB,163,SU Trucks
2020-03-16,Monday,Howland ,I-95 SB,765,Combination
2020-03-16,Monday,Kittery ,I-95,40395,Pass. Veh
2020-03-16,Monday,Kittery ,I-95,2341,SU Trucks
2020-03-16,Monday,Kittery ,I-95,7011,Combination
2020-03-16,Monday,Portland ,1-295 1,34236,Pass. Veh
2020-03-16,Monday,Portland ,1-295 1,1409,SU Trucks
2020-03-16,Monday,Portland ,1-295 1,2250,Combination
2020-03-16,Monday,Portland ,I-295 2,50487,Pass. Veh
2020-03-16,Monday,Portland ,I-295 2,1853,SU Trucks
2020-03-16,Monday,Portland ,I-295 2,2512,Combination
2020-03-16,Monday,Portland ,I-295 3,51806,Pass. Veh
2020-03-16,Monday,Portland ,I-295 3,2312,SU Trucks
2020-03-16,Monday,Portland ,I-295 3,2560,Combination
2020-03-16,Monday,Saco ,I-195,7771,Pass. Veh
2020-03-16,Monday,Saco ,I-195,242,SU Trucks
2020-03-16,Monday,Saco ,I-195,64,Combination
2020-03-16,Monday,South Portland,NA,58840,Pass. Veh
2020-03-16,Monday,South Portland,NA,1518,SU Trucks
2020-03-16,Monday,South Portland,NA,2398,Combination
2020-03-16,Monday,Lewiston ,SR 196,NA,Pass. Veh
2020-03-16,Monday,Lewiston ,SR 196,NA,SU Trucks
2020-03-16,Monday,Lewiston ,SR 196,NA,Combination
2020-03-16,Monday,Berwick ,SR4,NA,Pass. Veh
2020-03-16,Monday,Berwick ,SR4,NA,SU Trucks
2020-03-16,Monday,Berwick ,SR4,NA,Combination
2020-03-16,Monday,Abbott ,Routes 6&15&16,2197,Pass. Veh
2020-03-16,Monday,Abbott ,Routes 6&15&16,72,SU Trucks
2020-03-16,Monday,Abbott ,Routes 6&15&16,145,Combination
2020-03-16,Monday,Mattawamkeag ,Route 2,488,Pass. Veh
2020-03-16,Monday,Mattawamkeag ,Route 2,18,SU Trucks
2020-03-16,Monday,Mattawamkeag ,Route 2,123,Combination
2020-03-16,Monday,New Portland ,Route 27,NA,Pass. Veh
2020-03-16,Monday,New Portland ,Route 27,NA,SU Trucks
2020-03-16,Monday,New Portland ,Route 27,NA,Combination
2020-03-16,Monday,Princeton ,Route 1,1612,Pass. Veh
2020-03-16,Monday,Princeton ,Route 1,35,SU Trucks
2020-03-16,Monday,Princeton ,Route 1,426,Combination
2020-03-16,Monday,T22 MD,NA,1521,Pass. Veh
2020-03-16,Monday,T22 MD,NA,56,SU Trucks
2020-03-16,Monday,T22 MD,NA,435,Combination
2020-03-16,Monday,Vassalboro ,Routes 100 & 201,3575,Pass. Veh
2020-03-16,Monday,Vassalboro ,Routes 100 & 201,73,SU Trucks
2020-03-16,Monday,Vassalboro ,Routes 100 & 201,99,Combination
2020-03-16,Monday,Wilton ,Routes 2 & 17,2023,Pass. Veh
2020-03-16,Monday,Wilton ,Routes 2 & 17,109,SU Trucks
2020-03-16,Monday,Wilton ,Routes 2 & 17,566,Combination
2020-03-16,Monday,Wiscasset ,Route 1,12602,Pass. Veh
2020-03-16,Monday,Wiscasset ,Route 1,312,SU Trucks
2020-03-16,Monday,Wiscasset ,Route 1,435,Combination
2020-03-16,Monday,York ,Route 1,5535,Pass. Veh
2020-03-16,Monday,York ,Route 1,182,SU Trucks
2020-03-16,Monday,York ,Route 1,87,Combination
2020-03-17,Tuesday,Auburn ,Veterans Bridge,25269,Pass. Veh
2020-03-17,Tuesday,Auburn ,Veterans Bridge,406,SU Trucks
2020-03-17,Tuesday,Auburn ,Veterans Bridge,201,Combination
2020-03-17,Tuesday,Bangor ,I-95,35146,Pass. Veh
2020-03-17,Tuesday,Bangor ,I-95,2810,SU Trucks
2020-03-17,Tuesday,Bangor ,I-95,2655,Combination
2020-03-17,Tuesday,Brewer ,I-395,23963,Pass. Veh
2020-03-17,Tuesday,Brewer ,I-395,1516,SU Trucks
2020-03-17,Tuesday,Brewer ,I-395,1240,Combination
2020-03-17,Tuesday,Brunswick ,I-295,26237,Pass. Veh
2020-03-17,Tuesday,Brunswick ,I-295,1212,SU Trucks
2020-03-17,Tuesday,Brunswick ,I-295,2777,Combination
2020-03-17,Tuesday,Carmel ,I-95 NB,6314,Pass. Veh
2020-03-17,Tuesday,Carmel ,I-95 NB,325,SU Trucks
2020-03-17,Tuesday,Carmel ,I-95 NB,1323,Combination
2020-03-17,Tuesday,Carmel ,I-95 SB,5386,Pass. Veh
2020-03-17,Tuesday,Carmel ,I-95 SB,562,SU Trucks
2020-03-17,Tuesday,Carmel ,I-95 SB,1445,Combination
2020-03-17,Tuesday,Freeport ,I-295,29633,Pass. Veh
2020-03-17,Tuesday,Freeport ,I-295,1065,SU Trucks
2020-03-17,Tuesday,Freeport ,I-295,2971,Combination
2020-03-17,Tuesday,Howland ,I-95 NB,2627,Pass. Veh
2020-03-17,Tuesday,Howland ,I-95 NB,150,SU Trucks
2020-03-17,Tuesday,Howland ,I-95 NB,659,Combination
2020-03-17,Tuesday,Howland ,I-95 SB,2395,Pass. Veh
2020-03-17,Tuesday,Howland ,I-95 SB,125,SU Trucks
2020-03-17,Tuesday,Howland ,I-95 SB,770,Combination
2020-03-17,Tuesday,Kittery ,I-95,33916,Pass. Veh
2020-03-17,Tuesday,Kittery ,I-95,2288,SU Trucks
2020-03-17,Tuesday,Kittery ,I-95,7222,Combination
2020-03-17,Tuesday,Portland ,1-295 1,27583,Pass. Veh
2020-03-17,Tuesday,Portland ,1-295 1,1142,SU Trucks
2020-03-17,Tuesday,Portland ,1-295 1,2360,Combination
2020-03-17,Tuesday,Portland ,I-295 2,41724,Pass. Veh
2020-03-17,Tuesday,Portland ,I-295 2,1823,SU Trucks
2020-03-17,Tuesday,Portland ,I-295 2,2680,Combination
2020-03-17,Tuesday,Portland ,I-295 3,42444,Pass. Veh
2020-03-17,Tuesday,Portland ,I-295 3,2044,SU Trucks
2020-03-17,Tuesday,Portland ,I-295 3,2639,Combination
2020-03-17,Tuesday,Saco ,I-195,6621,Pass. Veh
2020-03-17,Tuesday,Saco ,I-195,173,SU Trucks
2020-03-17,Tuesday,Saco ,I-195,72,Combination
2020-03-17,Tuesday,South Portland,NA,48203,Pass. Veh
2020-03-17,Tuesday,South Portland,NA,1502,SU Trucks
2020-03-17,Tuesday,South Portland,NA,2551,Combination
2020-03-17,Tuesday,Lewiston ,SR 196,NA,Pass. Veh
2020-03-17,Tuesday,Lewiston ,SR 196,NA,SU Trucks
2020-03-17,Tuesday,Lewiston ,SR 196,NA,Combination
2020-03-17,Tuesday,Berwick ,SR4,NA,Pass. Veh
2020-03-17,Tuesday,Berwick ,SR4,NA,SU Trucks
2020-03-17,Tuesday,Berwick ,SR4,NA,Combination
2020-03-17,Tuesday,Abbott ,Routes 6&15&16,1748,Pass. Veh
2020-03-17,Tuesday,Abbott ,Routes 6&15&16,68,SU Trucks
2020-03-17,Tuesday,Abbott ,Routes 6&15&16,144,Combination
2020-03-17,Tuesday,Mattawamkeag ,Route 2,439,Pass. Veh
2020-03-17,Tuesday,Mattawamkeag ,Route 2,7,SU Trucks
2020-03-17,Tuesday,Mattawamkeag ,Route 2,64,Combination
2020-03-17,Tuesday,New Portland ,Route 27,NA,Pass. Veh
2020-03-17,Tuesday,New Portland ,Route 27,NA,SU Trucks
2020-03-17,Tuesday,New Portland ,Route 27,NA,Combination
2020-03-17,Tuesday,Princeton ,Route 1,1514,Pass. Veh
2020-03-17,Tuesday,Princeton ,Route 1,46,SU Trucks
2020-03-17,Tuesday,Princeton ,Route 1,407,Combination
2020-03-17,Tuesday,T22 MD,NA,1326,Pass. Veh
2020-03-17,Tuesday,T22 MD,NA,62,SU Trucks
2020-03-17,Tuesday,T22 MD,NA,411,Combination
2020-03-17,Tuesday,Vassalboro ,Routes 100 & 201,3289,Pass. Veh
2020-03-17,Tuesday,Vassalboro ,Routes 100 & 201,55,SU Trucks
2020-03-17,Tuesday,Vassalboro ,Routes 100 & 201,92,Combination
2020-03-17,Tuesday,Wilton ,Routes 2 & 17,1667,Pass. Veh
2020-03-17,Tuesday,Wilton ,Routes 2 & 17,98,SU Trucks
2020-03-17,Tuesday,Wilton ,Routes 2 & 17,576,Combination
2020-03-17,Tuesday,Wiscasset ,Route 1,10807,Pass. Veh
2020-03-17,Tuesday,Wiscasset ,Route 1,285,SU Trucks
2020-03-17,Tuesday,Wiscasset ,Route 1,448,Combination
2020-03-17,Tuesday,York ,Route 1,4503,Pass. Veh
2020-03-17,Tuesday,York ,Route 1,158,SU Trucks
2020-03-17,Tuesday,York ,Route 1,65,Combination
2020-03-18,Wednesday,Auburn ,Veterans Bridge,26097,Pass. Veh
2020-03-18,Wednesday,Auburn ,Veterans Bridge,437,SU Trucks
2020-03-18,Wednesday,Auburn ,Veterans Bridge,245,Combination
2020-03-18,Wednesday,Bangor ,I-95,34740,Pass. Veh
2020-03-18,Wednesday,Bangor ,I-95,2936,SU Trucks
2020-03-18,Wednesday,Bangor ,I-95,2766,Combination
2020-03-18,Wednesday,Brewer ,I-395,24199,Pass. Veh
2020-03-18,Wednesday,Brewer ,I-395,1534,SU Trucks
2020-03-18,Wednesday,Brewer ,I-395,1308,Combination
2020-03-18,Wednesday,Brunswick ,I-295,26305,Pass. Veh
2020-03-18,Wednesday,Brunswick ,I-295,1268,SU Trucks
2020-03-18,Wednesday,Brunswick ,I-295,2832,Combination
2020-03-18,Wednesday,Carmel ,I-95 NB,6801,Pass. Veh
2020-03-18,Wednesday,Carmel ,I-95 NB,381,SU Trucks
2020-03-18,Wednesday,Carmel ,I-95 NB,1415,Combination
2020-03-18,Wednesday,Carmel ,I-95 SB,5494,Pass. Veh
2020-03-18,Wednesday,Carmel ,I-95 SB,622,SU Trucks
2020-03-18,Wednesday,Carmel ,I-95 SB,1497,Combination
2020-03-18,Wednesday,Freeport ,I-295,29918,Pass. Veh
2020-03-18,Wednesday,Freeport ,I-295,1228,SU Trucks
2020-03-18,Wednesday,Freeport ,I-295,2971,Combination
2020-03-18,Wednesday,Howland ,I-95 NB,3190,Pass. Veh
2020-03-18,Wednesday,Howland ,I-95 NB,144,SU Trucks
2020-03-18,Wednesday,Howland ,I-95 NB,754,Combination
2020-03-18,Wednesday,Howland ,I-95 SB,2684,Pass. Veh
2020-03-18,Wednesday,Howland ,I-95 SB,126,SU Trucks
2020-03-18,Wednesday,Howland ,I-95 SB,791,Combination
2020-03-18,Wednesday,Kittery ,I-95,34203,Pass. Veh
2020-03-18,Wednesday,Kittery ,I-95,2331,SU Trucks
2020-03-18,Wednesday,Kittery ,I-95,7367,Combination
2020-03-18,Wednesday,Portland ,1-295 1,27818,Pass. Veh
2020-03-18,Wednesday,Portland ,1-295 1,1197,SU Trucks
2020-03-18,Wednesday,Portland ,1-295 1,2309,Combination
2020-03-18,Wednesday,Portland ,I-295 2,42044,Pass. Veh
2020-03-18,Wednesday,Portland ,I-295 2,1773,SU Trucks
2020-03-18,Wednesday,Portland ,I-295 2,2571,Combination
2020-03-18,Wednesday,Portland ,I-295 3,42379,Pass. Veh
2020-03-18,Wednesday,Portland ,I-295 3,2090,SU Trucks
2020-03-18,Wednesday,Portland ,I-295 3,2524,Combination
2020-03-18,Wednesday,Saco ,I-195,7347,Pass. Veh
2020-03-18,Wednesday,Saco ,I-195,210,SU Trucks
2020-03-18,Wednesday,Saco ,I-195,75,Combination
2020-03-18,Wednesday,South Portland,NA,48325,Pass. Veh
2020-03-18,Wednesday,South Portland,NA,1717,SU Trucks
2020-03-18,Wednesday,South Portland,NA,2360,Combination
2020-03-18,Wednesday,Lewiston ,SR 196,NA,Pass. Veh
2020-03-18,Wednesday,Lewiston ,SR 196,NA,SU Trucks
2020-03-18,Wednesday,Lewiston ,SR 196,NA,Combination
2020-03-18,Wednesday,Berwick ,SR4,NA,Pass. Veh
2020-03-18,Wednesday,Berwick ,SR4,NA,SU Trucks
2020-03-18,Wednesday,Berwick ,SR4,NA,Combination
2020-03-18,Wednesday,Abbott ,Routes 6&15&16,2034,Pass. Veh
2020-03-18,Wednesday,Abbott ,Routes 6&15&16,76,SU Trucks
2020-03-18,Wednesday,Abbott ,Routes 6&15&16,179,Combination
2020-03-18,Wednesday,Mattawamkeag ,Route 2,474,Pass. Veh
2020-03-18,Wednesday,Mattawamkeag ,Route 2,19,SU Trucks
2020-03-18,Wednesday,Mattawamkeag ,Route 2,75,Combination
2020-03-18,Wednesday,New Portland ,Route 27,NA,Pass. Veh
2020-03-18,Wednesday,New Portland ,Route 27,NA,SU Trucks
2020-03-18,Wednesday,New Portland ,Route 27,NA,Combination
2020-03-18,Wednesday,Princeton ,Route 1,1486,Pass. Veh
2020-03-18,Wednesday,Princeton ,Route 1,45,SU Trucks
2020-03-18,Wednesday,Princeton ,Route 1,384,Combination
2020-03-18,Wednesday,T22 MD,NA,1473,Pass. Veh
2020-03-18,Wednesday,T22 MD,NA,60,SU Trucks
2020-03-18,Wednesday,T22 MD,NA,442,Combination
2020-03-18,Wednesday,Vassalboro ,Routes 100 & 201,3185,Pass. Veh
2020-03-18,Wednesday,Vassalboro ,Routes 100 & 201,63,SU Trucks
2020-03-18,Wednesday,Vassalboro ,Routes 100 & 201,98,Combination
2020-03-18,Wednesday,Wilton ,Routes 2 & 17,1875,Pass. Veh
2020-03-18,Wednesday,Wilton ,Routes 2 & 17,82,SU Trucks
2020-03-18,Wednesday,Wilton ,Routes 2 & 17,565,Combination
2020-03-18,Wednesday,Wiscasset ,Route 1,11251,Pass. Veh
2020-03-18,Wednesday,Wiscasset ,Route 1,328,SU Trucks
2020-03-18,Wednesday,Wiscasset ,Route 1,422,Combination
2020-03-18,Wednesday,York ,Route 1,5328,Pass. Veh
2020-03-18,Wednesday,York ,Route 1,168,SU Trucks
2020-03-18,Wednesday,York ,Route 1,93,Combination
2020-03-19,Thursday,Auburn ,Veterans Bridge,23415,Pass. Veh
2020-03-19,Thursday,Auburn ,Veterans Bridge,440,SU Trucks
2020-03-19,Thursday,Auburn ,Veterans Bridge,231,Combination
2020-03-19,Thursday,Bangor ,I-95,31809,Pass. Veh
2020-03-19,Thursday,Bangor ,I-95,2661,SU Trucks
2020-03-19,Thursday,Bangor ,I-95,2688,Combination
2020-03-19,Thursday,Brewer ,I-395,22298,Pass. Veh
2020-03-19,Thursday,Brewer ,I-395,1582,SU Trucks
2020-03-19,Thursday,Brewer ,I-395,1297,Combination
2020-03-19,Thursday,Brunswick ,I-295,23037,Pass. Veh
2020-03-19,Thursday,Brunswick ,I-295,1202,SU Trucks
2020-03-19,Thursday,Brunswick ,I-295,2821,Combination
2020-03-19,Thursday,Carmel ,I-95 NB,6135,Pass. Veh
2020-03-19,Thursday,Carmel ,I-95 NB,402,SU Trucks
2020-03-19,Thursday,Carmel ,I-95 NB,1467,Combination
2020-03-19,Thursday,Carmel ,I-95 SB,4952,Pass. Veh
2020-03-19,Thursday,Carmel ,I-95 SB,619,SU Trucks
2020-03-19,Thursday,Carmel ,I-95 SB,1353,Combination
2020-03-19,Thursday,Freeport ,I-295,25916,Pass. Veh
2020-03-19,Thursday,Freeport ,I-295,1164,SU Trucks
2020-03-19,Thursday,Freeport ,I-295,2957,Combination
2020-03-19,Thursday,Howland ,I-95 NB,2854,Pass. Veh
2020-03-19,Thursday,Howland ,I-95 NB,189,SU Trucks
2020-03-19,Thursday,Howland ,I-95 NB,769,Combination
2020-03-19,Thursday,Howland ,I-95 SB,2311,Pass. Veh
2020-03-19,Thursday,Howland ,I-95 SB,157,SU Trucks
2020-03-19,Thursday,Howland ,I-95 SB,672,Combination
2020-03-19,Thursday,Kittery ,I-95,29605,Pass. Veh
2020-03-19,Thursday,Kittery ,I-95,2046,SU Trucks
2020-03-19,Thursday,Kittery ,I-95,7381,Combination
2020-03-19,Thursday,Portland ,1-295 1,24167,Pass. Veh
2020-03-19,Thursday,Portland ,1-295 1,1056,SU Trucks
2020-03-19,Thursday,Portland ,1-295 1,2324,Combination
2020-03-19,Thursday,Portland ,I-295 2,36808,Pass. Veh
2020-03-19,Thursday,Portland ,I-295 2,1909,SU Trucks
2020-03-19,Thursday,Portland ,I-295 2,2605,Combination
2020-03-19,Thursday,Portland ,I-295 3,36953,Pass. Veh
2020-03-19,Thursday,Portland ,I-295 3,1938,SU Trucks
2020-03-19,Thursday,Portland ,I-295 3,2538,Combination
2020-03-19,Thursday,Saco ,I-195,6106,Pass. Veh
2020-03-19,Thursday,Saco ,I-195,177,SU Trucks
2020-03-19,Thursday,Saco ,I-195,72,Combination
2020-03-19,Thursday,South Portland,NA,42262,Pass. Veh
2020-03-19,Thursday,South Portland,NA,1562,SU Trucks
2020-03-19,Thursday,South Portland,NA,2415,Combination
2020-03-19,Thursday,Lewiston ,SR 196,NA,Pass. Veh
2020-03-19,Thursday,Lewiston ,SR 196,NA,SU Trucks
2020-03-19,Thursday,Lewiston ,SR 196,NA,Combination
2020-03-19,Thursday,Berwick ,SR4,NA,Pass. Veh
2020-03-19,Thursday,Berwick ,SR4,NA,SU Trucks
2020-03-19,Thursday,Berwick ,SR4,NA,Combination
2020-03-19,Thursday,Abbott ,Routes 6&15&16,1811,Pass. Veh
2020-03-19,Thursday,Abbott ,Routes 6&15&16,67,SU Trucks
2020-03-19,Thursday,Abbott ,Routes 6&15&16,175,Combination
2020-03-19,Thursday,Mattawamkeag ,Route 2,454,Pass. Veh
2020-03-19,Thursday,Mattawamkeag ,Route 2,14,SU Trucks
2020-03-19,Thursday,Mattawamkeag ,Route 2,99,Combination
2020-03-19,Thursday,New Portland ,Route 27,NA,Pass. Veh
2020-03-19,Thursday,New Portland ,Route 27,NA,SU Trucks
2020-03-19,Thursday,New Portland ,Route 27,NA,Combination
2020-03-19,Thursday,Princeton ,Route 1,1485,Pass. Veh
2020-03-19,Thursday,Princeton ,Route 1,49,SU Trucks
2020-03-19,Thursday,Princeton ,Route 1,408,Combination
2020-03-19,Thursday,T22 MD,NA,1428,Pass. Veh
2020-03-19,Thursday,T22 MD,NA,56,SU Trucks
2020-03-19,Thursday,T22 MD,NA,459,Combination
2020-03-19,Thursday,Vassalboro ,Routes 100 & 201,3209,Pass. Veh
2020-03-19,Thursday,Vassalboro ,Routes 100 & 201,75,SU Trucks
